priority,module_id,module,slug,epic,story,target_files
P2,28,Website Uptime SSL Lighthouse Monitor,website-uptime-ssl-lighthouse-monitor,web-ops,add portal UI,apps/api/src/routes/website-uptime-ssl-lighthouse-monitor.ts; apps/api/src/validators/website-uptime-ssl-lighthouse-monitor.ts; packages/sdk/src/website-uptime-ssl-lighthouse-monitor.ts; apps/web/app/(portal)/portal/website-uptime-ssl-lighthouse-monitor/page.tsx; supabase/migrations/<timestamp>_website_uptime_ssl_lighthouse_monitor.sql
P2,28,Website Uptime SSL Lighthouse Monitor,website-uptime-ssl-lighthouse-monitor,web-ops,add worker task if needed,apps/api/src/routes/website-uptime-ssl-lighthouse-monitor.ts; apps/api/src/validators/website-uptime-ssl-lighthouse-monitor.ts; packages/sdk/src/website-uptime-ssl-lighthouse-monitor.ts; apps/web/app/(portal)/portal/website-uptime-ssl-lighthouse-monitor/page.tsx; supabase/migrations/<timestamp>_website_uptime_ssl_lighthouse_monitor.sql
P2,28,Website Uptime SSL Lighthouse Monitor,website-uptime-ssl-lighthouse-monitor,web-ops,add tests/E2E,apps/api/src/routes/website-uptime-ssl-lighthouse-monitor.ts; apps/api/src/validators/website-uptime-ssl-lighthouse-monitor.ts; packages/sdk/src/website-uptime-ssl-lighthouse-monitor.ts; apps/web/app/(portal)/portal/website-uptime-ssl-lighthouse-monitor/page.tsx; supabase/migrations/<timestamp>_website_uptime_ssl_lighthouse_monitor.sql
P2,28,Website Uptime SSL Lighthouse Monitor,website-uptime-ssl-lighthouse-monitor,web-ops,add docs/runbook,apps/api/src/routes/website-uptime-ssl-lighthouse-monitor.ts; apps/api/src/validators/website-uptime-ssl-lighthouse-monitor.ts; packages/sdk/src/website-uptime-ssl-lighthouse-monitor.ts; apps/web/app/(portal)/portal/website-uptime-ssl-lighthouse-monitor/page.tsx; supabase/migrations/<timestamp>_website_uptime_ssl_lighthouse_monitor.sql
P2,28,Website Uptime SSL Lighthouse Monitor,website-uptime-ssl-lighthouse-monitor,web-ops,run audit prompt and remediate,apps/api/src/routes/website-uptime-ssl-lighthouse-monitor.ts; apps/api/src/validators/website-uptime-ssl-lighthouse-monitor.ts; packages/sdk/src/website-uptime-ssl-lighthouse-monitor.ts; apps/web/app/(portal)/portal/website-uptime-ssl-lighthouse-monitor/page.tsx; supabase/migrations/<timestamp>_website_uptime_ssl_lighthouse_monitor.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,write deep spec,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,create migration and RLS,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,add validator/service/API route,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,register API route,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,add SDK wrapper,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,add portal UI,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,add worker task if needed,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,add tests/E2E,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,add docs/runbook,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P2,29,Network Port Map Patch Panel Tracker,network-port-map-patch-panel-tracker,networking,run audit prompt and remediate,apps/api/src/routes/network-port-map-patch-panel-tracker.ts; apps/api/src/validators/network-port-map-patch-panel-tracker.ts; packages/sdk/src/network-port-map-patch-panel-tracker.ts; apps/web/app/(portal)/portal/network-port-map-patch-panel-tracker/page.tsx; supabase/migrations/<timestamp>_network_port_map_patch_panel_tracker.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,write deep spec,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,create migration and RLS,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,add validator/service/API route,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,register API route,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,add SDK wrapper,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,add portal UI,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,add worker task if needed,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,add tests/E2E,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,add docs/runbook,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P3,30,Camera Retention Storage Calculator,camera-retention-storage-calculator,field-services,run audit prompt and remediate,apps/api/src/routes/camera-retention-storage-calculator.ts; apps/api/src/validators/camera-retention-storage-calculator.ts; packages/sdk/src/camera-retention-storage-calculator.ts; apps/web/app/(portal)/portal/camera-retention-storage-calculator/page.tsx; supabase/migrations/<timestamp>_camera_retention_storage_calculator.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,write deep spec,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,create migration and RLS,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,add validator/service/API route,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,register API route,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,add SDK wrapper,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,add portal UI,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,add worker task if needed,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,add tests/E2E,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,add docs/runbook,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,31,PowerShell Script Builder Policy Guard,powershell-script-builder-policy-guard,automation-ai,run audit prompt and remediate,apps/api/src/routes/powershell-script-builder-policy-guard.ts; apps/api/src/validators/powershell-script-builder-policy-guard.ts; packages/sdk/src/powershell-script-builder-policy-guard.ts; apps/web/app/(portal)/portal/powershell-script-builder-policy-guard/page.tsx; supabase/migrations/<timestamp>_powershell_script_builder_policy_guard.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,write deep spec,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,create migration and RLS,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,add validator/service/API route,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,register API route,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,add SDK wrapper,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,add portal UI,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,add worker task if needed,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,add tests/E2E,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,add docs/runbook,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,32,Client Runbook Builder,client-runbook-builder,documentation,run audit prompt and remediate,apps/api/src/routes/client-runbook-builder.ts; apps/api/src/validators/client-runbook-builder.ts; packages/sdk/src/client-runbook-builder.ts; apps/web/app/(portal)/portal/client-runbook-builder/page.tsx; supabase/migrations/<timestamp>_client_runbook_builder.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,write deep spec,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,create migration and RLS,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,add validator/service/API route,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,register API route,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,add SDK wrapper,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,add portal UI,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,add worker task if needed,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,add tests/E2E,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,add docs/runbook,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,33,Change Advisory Mini-CAB Tool,change-advisory-mini-cab-tool,governance,run audit prompt and remediate,apps/api/src/routes/change-advisory-mini-cab-tool.ts; apps/api/src/validators/change-advisory-mini-cab-tool.ts; packages/sdk/src/change-advisory-mini-cab-tool.ts; apps/web/app/(portal)/portal/change-advisory-mini-cab-tool/page.tsx; supabase/migrations/<timestamp>_change_advisory_mini_cab_tool.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,write deep spec,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,create migration and RLS,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,add validator/service/API route,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,register API route,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,add SDK wrapper,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,add portal UI,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,add worker task if needed,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,add tests/E2E,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,add docs/runbook,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,34,Vendor Contract Renewal Calendar,vendor-contract-renewal-calendar,business-ops,run audit prompt and remediate,apps/api/src/routes/vendor-contract-renewal-calendar.ts; apps/api/src/validators/vendor-contract-renewal-calendar.ts; packages/sdk/src/vendor-contract-renewal-calendar.ts; apps/web/app/(portal)/portal/vendor-contract-renewal-calendar/page.tsx; supabase/migrations/<timestamp>_vendor_contract_renewal_calendar.sql
P2,35,Client Budget Roadmap Planner,client-budget-roadmap-planner,client-success,write deep spec,apps/api/src/routes/client-budget-roadmap-planner.ts; apps/api/src/validators/client-budget-roadmap-planner.ts; packages/sdk/src/client-budget-roadmap-planner.ts; apps/web/app/(portal)/portal/client-budget-roadmap-planner/page.tsx; supabase/migrations/<timestamp>_client_budget_roadmap_planner.sql
P2,35,Client Budget Roadmap Planner,client-budget-roadmap-planner,client-success,create migration and RLS,apps/api/src/routes/client-budget-roadmap-planner.ts; apps/api/src/validators/client-budget-roadmap-planner.ts; packages/sdk/src/client-budget-roadmap-planner.ts; apps/web/app/(portal)/portal/client-budget-roadmap-planner/page.tsx; supabase/migrations/<timestamp>_client_budget_roadmap_planner.sql
P2,35,Client Budget Roadmap Planner,client-budget-roadmap-planner,client-success,add validator/service/API route,apps/api/src/routes/client-budget-roadmap-planner.ts; apps/api/src/validators/client-budget-roadmap-planner.ts; packages/sdk/src/client-budget-roadmap-planner.ts; apps/web/app/(portal)/portal/client-budget-roadmap-planner/page.tsx; supabase/migrations/<timestamp>_client_budget_roadmap_planner.sql
P2,35,Client Budget Roadmap Planner,client-budget-roadmap-planner,client-success,register API route,apps/api/src/routes/client-budget-roadmap-planner.ts; apps/api/src/validators/client-budget-roadmap-planner.ts; packages/sdk/src/client-budget-roadmap-planner.ts; apps/web/app/(portal)/portal/client-budget-roadmap-planner/page.tsx; supabase/migrations/<timestamp>_client_budget_roadmap_planner.sql
P2,35,Client Budget Roadmap Planner,client-budget-roadmap-planner,client-success,add SDK wrapper,apps/api/src/routes/client-budget-roadmap-planner.ts; apps/api/src/validators/client-budget-roadmap-planner.ts; packages/sdk/src/client-budget-roadmap-planner.ts; apps/web/app/(portal)/portal/client-budget-roadmap-planner/page.tsx; supabase/migrations/<timestamp>_client_budget_roadmap_planner.sql
P2,35,Client Budget Roadmap Planner,client-budget-roadmap-planner,client-success,add portal UI,apps/api/src/routes/client-budget-roadmap-planner.ts; apps/api/src/validators/client-budget-roadmap-planner.ts; packages/sdk/src/client-budget-roadmap-planner.ts; apps/web/app/(portal)/portal/client-budget-roadmap-planner/page.tsx; supabase/migrations/<timestamp>_client_budget_roadmap_planner.sql
