id,slug,name,category,categoryId,type,priceRange,pricingModel,purchaseMode,summary,marketingHeadline,tags,recommendedUpsells,riskLevel,deliveryEffort
cloudflare_redirect_setup,cloudflare-redirect-setup,Cloudflare Redirect Setup,Website & SEO,website-seo,service,$99-$399,one_time_or_project,consultation_or_checkout,Configure redirects or page rules where appropriate.,Cloudflare Redirect Setup from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
domain_expiration_protection,domain-expiration-protection,Domain Expiration Protection,Website & SEO,website-seo,service,$99-$299,one_time_or_project,consultation_or_checkout,Document renewal ownership and monitor domain expiration risk.,Domain Expiration Protection from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack;cloudflare_monthly_management,elevated,standard
cloudflare_monthly_management,cloudflare-monthly-management,Cloudflare Monthly Management,Website & SEO,website-seo,service,$49-$199/month,monthly,consultation_or_checkout,"Recurring DNS changes, Cloudflare review, and documentation.",Cloudflare Monthly Management from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;domain_protection_pack,elevated,standard
domain_protection_pack,domain-protection-pack,Domain Protection Pack,Website & SEO,website-seo,service,$399-$999,one_time_or_project,consultation_or_checkout,"Registrar MFA, domain lock, DNS documentation, email authentication, Cloudflare review, and renewal tracking.",Domain Protection Pack from Maine Cyber Tech,website;seo;dns,monthly_website_care_plan;monthly_local_seo_plan;cloudflare_monthly_management,elevated,standard
cyber_insurance_questionnaire_help,cyber-insurance-questionnaire-help,Cyber Insurance Questionnaire Help,Compliance & Policies,compliance-policies,service,$199-$599,one_time_or_project,consultation_or_checkout,Help interpret technical cyber insurance questions and collect evidence.,Cyber Insurance Questionnaire Help from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
acceptable_use_policy_starter,acceptable-use-policy-starter,Acceptable Use Policy Starter,Compliance & Policies,compliance-policies,service,$199-$799,one_time_or_project,consultation_or_checkout,Draft a practical employee technology usage policy.,Acceptable Use Policy Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
password_policy_starter,password-policy-starter,Password Policy Starter,Compliance & Policies,compliance-policies,service,$149-$599,one_time_or_project,consultation_or_checkout,Create a password and MFA policy starter document.,Password Policy Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
data_backup_policy_starter,data-backup-policy-starter,Data Backup Policy Starter,Compliance & Policies,compliance-policies,service,$149-$599,one_time_or_project,consultation_or_checkout,"Define what gets backed up, how often, and who reviews it.",Data Backup Policy Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
incident_response_policy_starter,incident-response-policy-starter,Incident Response Policy Starter,Compliance & Policies,compliance-policies,service,$199-$799,one_time_or_project,consultation_or_checkout,Create a basic incident escalation and response policy.,Incident Response Policy Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
vendor_access_policy_starter,vendor-access-policy-starter,Vendor Access Policy Starter,Compliance & Policies,compliance-policies,service,$199-$799,one_time_or_project,consultation_or_checkout,"Define how vendors request, use, and lose access.",Vendor Access Policy Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
employee_offboarding_checklist,employee-offboarding-checklist,Employee Offboarding Checklist,Compliance & Policies,compliance-policies,service,$99-$399,one_time_or_project,consultation_or_checkout,Create an access removal and data preservation checklist.,Employee Offboarding Checklist from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
asset_inventory_starter,asset-inventory-starter,Asset Inventory Starter,Compliance & Policies,compliance-policies,service,$199-$799,one_time_or_project,consultation_or_checkout,"Build initial hardware, software, license, account, or vendor inventory.",Asset Inventory Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
security_awareness_policy_starter,security-awareness-policy-starter,Security Awareness Policy Starter,Compliance & Policies,compliance-policies,service,$149-$599,one_time_or_project,consultation_or_checkout,Set expectations for employee security training.,Security Awareness Policy Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
remote_work_policy_starter,remote-work-policy-starter,Remote Work Policy Starter,Compliance & Policies,compliance-policies,service,$199-$799,one_time_or_project,consultation_or_checkout,"Define device, Wi-Fi, MFA, and data handling expectations for remote work.",Remote Work Policy Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
cyber_insurance_readiness_bundle,cyber-insurance-readiness-bundle,Cyber Insurance Readiness Bundle,Compliance & Policies,compliance-policies,service,"$750-$2,500",one_time_or_project,consultation_or_checkout,"Security questionnaire support, MFA evidence, backup evidence, endpoint review, admin access review, and gap report.",Cyber Insurance Readiness Bundle from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care,elevated,standard
small_business_policy_pack,small-business-policy-pack,Small Business Policy Pack,Compliance & Policies,compliance-policies,service,"$499-$2,000",one_time_or_project,consultation_or_checkout,"Acceptable use, password/MFA, backup, incident response, and offboarding policies.",Small Business Policy Pack from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
compliance_foundation_bundle,compliance-foundation-bundle,Compliance Foundation Bundle,Compliance & Policies,compliance-policies,service,"$999-$3,500",one_time_or_project,consultation_or_checkout,"Asset inventory, access review, backup review, policy pack, risk register, and quarterly review option.",Compliance Foundation Bundle from Maine Cyber Tech,compliance;policy,quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
risk_register_starter,risk-register-starter,Risk Register Starter,Compliance & Policies,compliance-policies,service,$299-$999,one_time_or_project,consultation_or_checkout,"Create an initial risk register with owner, impact, likelihood, and next action.",Risk Register Starter from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
quarterly_access_review,quarterly-access-review,Quarterly Access Review,Compliance & Policies,compliance-policies,service,$299-$999/quarter,one_time_or_project,consultation_or_checkout,"Recurring user, admin, and vendor access review.",Quarterly Access Review from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
data_handling_checklist,data-handling-checklist,Data Handling Checklist,Compliance & Policies,compliance-policies,service,$199-$799,one_time_or_project,consultation_or_checkout,"Document how sensitive customer, payment, health, or business data should be handled.",Data Handling Checklist from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
pci_payment_handling_readiness_review,pci-payment-handling-readiness-review,PCI/Payment Handling Readiness Review,Compliance & Policies,compliance-policies,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,Review basic payment handling and technology controls around card/payment workflows.,PCI/Payment Handling Readiness Review from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
hipaa_oriented_it_readiness_review,hipaa-oriented-it-readiness-review,HIPAA-Oriented IT Readiness Review,Compliance & Policies,compliance-policies,service,"$399-$1,500",one_time_or_project,consultation_or_checkout,Practical IT readiness review for offices that handle health-related data.,HIPAA-Oriented IT Readiness Review from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
cmmc_nist_starter_gap_review,cmmc-nist-starter-gap-review,CMMC/NIST Starter Gap Review,Compliance & Policies,compliance-policies,service,"$750-$3,500",one_time_or_project,consultation_or_checkout,Initial gap review against common security control expectations.,CMMC/NIST Starter Gap Review from Maine Cyber Tech,compliance;policy,compliance_foundation_bundle;quarterly_access_review;mct_secure_care;cyber_insurance_readiness_bundle,elevated,standard
mct_essential_care,mct-essential-care,MCT Essential Care,Monthly IT Plans,monthly-it-plans,monthly_plan,$199-$499/month,monthly,consultation_required,Entry managed care for very small organizations.,MCT Essential Care from Maine Cyber Tech,monthly;managed-services,,normal,standard
mct_business_care,mct-business-care,MCT Business Care,Monthly IT Plans,monthly-it-plans,monthly_plan,"$499-$1,500/month",monthly,consultation_required,Managed support for growing small businesses.,MCT Business Care from Maine Cyber Tech,monthly;managed-services,,normal,standard
mct_secure_care,mct-secure-care,MCT Secure Care,Monthly IT Plans,monthly-it-plans,monthly_plan,"$899-$2,500/month",monthly,consultation_required,Managed IT with deeper cybersecurity oversight.,MCT Secure Care from Maine Cyber Tech,monthly;managed-services,,normal,standard
mct_complete_care,mct-complete-care,MCT Complete Care,Monthly IT Plans,monthly-it-plans,monthly_plan,"$1,500+/month",monthly,consultation_required,Full outsourced IT coordination and roadmap.,MCT Complete Care from Maine Cyber Tech,monthly;managed-services,,normal,standard
mct_co_managed_it,mct-co-managed-it,MCT Co-Managed IT,Monthly IT Plans,monthly-it-plans,monthly_plan,"$750-$3,000/month",monthly,consultation_required,"Support internal IT with escalation, projects, monitoring, security, and documentation.",MCT Co-Managed IT from Maine Cyber Tech,monthly;managed-services,,normal,standard
cyber_basic,cyber-basic,Cyber Basic,Monthly IT Plans,monthly-it-plans,monthly_plan,$299-$999/month,monthly,consultation_required,"Recurring MFA, email, endpoint status, and quarterly security review support.",Cyber Basic from Maine Cyber Tech,monthly;managed-services,,normal,standard
cyber_plus,cyber-plus,Cyber Plus,Monthly IT Plans,monthly-it-plans,monthly_plan,"$599-$1,500/month",monthly,consultation_required,"Cyber Basic plus endpoint monitoring review, training support, and admin access review.",Cyber Plus from Maine Cyber Tech,monthly;managed-services,,normal,standard
cyber_complete,cyber-complete,Cyber Complete,Monthly IT Plans,monthly-it-plans,monthly_plan,"$1,500+/month",monthly,consultation_required,"Cyber Plus plus incident retainer, tabletop, compliance mapping, vendor access review, and security roadmap.",Cyber Complete from Maine Cyber Tech,monthly;managed-services,,normal,standard
managed_dns_plan,managed-dns-plan,Managed DNS Plan,Monthly IT Plans,monthly-it-plans,monthly_plan,$49-$199/month,monthly,consultation_required,"Ongoing DNS changes, domain documentation, and renewal tracking.",Managed DNS Plan from Maine Cyber Tech,monthly;managed-services,,normal,standard
unifi_monthly_management,unifi-monthly-management,UniFi Monthly Management,Monthly IT Plans,monthly-it-plans,monthly_plan,$99-$499/month,monthly,consultation_required,"Firmware, alerts, device health, controller backup, and network documentation review.",UniFi Monthly Management from Maine Cyber Tech,monthly;managed-services,,normal,standard
camera_maintenance_plan,camera-maintenance-plan,Camera Maintenance Plan,Monthly IT Plans,monthly-it-plans,monthly_plan,$99-$499/month,monthly,consultation_required,"Recurring camera/NVR health, firmware, recording, and permissions review.",Camera Maintenance Plan from Maine Cyber Tech,monthly;managed-services,,normal,standard
backup_monitoring_plan,backup-monitoring-plan,Backup Monitoring Plan,Monthly IT Plans,monthly-it-plans,monthly_plan,$99-$499/month,monthly,consultation_required,Ongoing backup status checks and restore-test reminders.,Backup Monitoring Plan from Maine Cyber Tech,monthly;managed-services,,normal,standard
monthly_website_care_plan,monthly-website-care-plan,Monthly Website Care Plan,Monthly IT Plans,monthly-it-plans,monthly_plan,$99-$499/month,monthly,consultation_required,"Updates, uptime, backups, form checks, and minor edits.",Monthly Website Care Plan from Maine Cyber Tech,monthly;managed-services,,normal,standard
monthly_local_seo_plan,monthly-local-seo-plan,Monthly Local SEO Plan,Monthly IT Plans,monthly-it-plans,monthly_plan,"$499-$2,000/month",monthly,consultation_required,"Content, optimization, Google Business Profile, reviews, and local reporting.",Monthly Local SEO Plan from Maine Cyber Tech,monthly;managed-services,,normal,standard
compliance_quarterly_review,compliance-quarterly-review,Compliance Quarterly Review,Monthly IT Plans,monthly-it-plans,monthly_plan,$299-$999/quarter,monthly,consultation_required,"Recurring access, asset, policy, backup, and risk register review.",Compliance Quarterly Review from Maine Cyber Tech,monthly;managed-services,,normal,standard
emergency_remote_support,emergency-remote-support,Emergency Remote Support,Emergency Support,emergency-support,emergency,$199-$499+,one_time_or_project,consultation_required,Same-day remote troubleshooting where available.,Emergency Remote Support from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
emergency_on_site_visit,emergency-on-site-visit,Emergency On-Site Visit,Emergency Support,emergency-support,emergency,$299-$999+,one_time_or_project,consultation_required,Local urgent onsite visit for business-impacting technology issues.,Emergency On-Site Visit from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
email_compromise_response,email-compromise-response,Email Compromise Response,Emergency Support,emergency-support,emergency,"$399-$1,500+",one_time_or_project,consultation_required,"Secure account, revoke sessions, review forwarding/rules, and plan follow-up hardening.",Email Compromise Response from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
ransomware_first_response,ransomware-first-response,Ransomware First Response,Emergency Support,emergency-support,emergency,"$750-$3,500+",one_time_or_project,consultation_required,Immediate containment guidance and triage for suspected ransomware or malware.,Ransomware First Response from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
website_down_emergency,website-down-emergency,Website Down Emergency,Emergency Support,emergency-support,emergency,"$299-$1,500+",one_time_or_project,consultation_required,"DNS, hosting, SSL, application, or provider triage for website outage.",Website Down Emergency from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
network_down_emergency,network-down-emergency,Network Down Emergency,Emergency Support,emergency-support,emergency,"$299-$1,500+",one_time_or_project,consultation_required,"Internet, firewall, switch, Wi-Fi, or ISP triage for a network outage.",Network Down Emergency from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
computer_won_t_boot_support,computer-won-t-boot-support,Computer Won’t Boot Support,Emergency Support,emergency-support,emergency,$149-$599+,one_time_or_project,consultation_required,Device triage and recovery path for a computer that will not boot.,Computer Won’t Boot Support from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
data_recovery_coordination,data-recovery-coordination,Data Recovery Coordination,Emergency Support,emergency-support,emergency,$199-$999+,one_time_or_project,consultation_required,Coordinate data recovery options and next steps.,Data Recovery Coordination from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
emergency_support_retainer,emergency-support-retainer,Emergency Support Retainer,Emergency Support,emergency-support,emergency,"$499-$2,000/year",one_time_or_project,consultation_required,"Priority contact info, pre-collected emergency environment details, and discounted emergency response rates.",Emergency Support Retainer from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
critical_account_lockout_help,critical-account-lockout-help,Critical Account Lockout Help,Emergency Support,emergency-support,emergency,"$299-$1,500+",one_time_or_project,consultation_required,"Triage access loss to domain, email, website, Cloudflare, or critical admin accounts.",Critical Account Lockout Help from Maine Cyber Tech,emergency,pine_tree_protection_pack;mct_secure_care;business_owner_peace_of_mind_pack;small_business_resilience_pack,high,standard
small_business_it_starter_pack,small-business-it-starter-pack,Small Business IT Starter Pack,Business Starter Packs,business-starter-packs,bundle,"$499-$1,500",one_time_or_project,consultation_or_checkout,"M365 or Google review, MFA setup, device health, backup review, domain/DNS check, and roadmap.",Small Business IT Starter Pack from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
new_business_technology_setup,new-business-technology-setup,New Business Technology Setup,Business Starter Packs,business-starter-packs,bundle,"$750-$2,500",one_time_or_project,consultation_or_checkout,"Domain/email setup, accounts, cloud storage, MFA, password guidance, printer basics, and website/domain security.",New Business Technology Setup from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
business_owner_peace_of_mind_pack,business-owner-peace-of-mind-pack,Business Owner Peace of Mind Pack,Business Starter Packs,business-starter-packs,bundle,$399-$999,one_time_or_project,consultation_or_checkout,"Critical account recovery, domain ownership, admin access, backup test planning, emergency contact sheet, and MFA review.",Business Owner Peace of Mind Pack from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
local_business_online_presence_pack,local-business-online-presence-pack,Local Business Online Presence Pack,Business Starter Packs,business-starter-packs,bundle,"$599-$2,000",one_time_or_project,consultation_or_checkout,"Google Business Profile, website health, domain/DNS safety, SEO basics, and review request process.",Local Business Online Presence Pack from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
new_client_foundation,new-client-foundation,New Client Foundation,Business Starter Packs,business-starter-packs,bundle,"$750-$2,500",one_time_or_project,consultation_or_checkout,"Discovery, asset inventory, admin access review, network scan, M365 review, backup review, security snapshot, and 30/60/90 roadmap.",New Client Foundation from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
new_business_it_setup,new-business-it-setup,New Business IT Setup,Business Starter Packs,business-starter-packs,bundle,"$750-$2,500",one_time_or_project,consultation_or_checkout,Complete technology foundation for a new company.,New Business IT Setup from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
new_employee_setup_bundle,new-employee-setup-bundle,New Employee Setup Bundle,Business Starter Packs,business-starter-packs,bundle,$149-$499/user,one_time_or_project,consultation_or_checkout,"Device, account, email, app, MFA, and onboarding support.",New Employee Setup Bundle from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
employee_exit_lockdown_bundle,employee-exit-lockdown-bundle,Employee Exit Lockdown Bundle,Business Starter Packs,business-starter-packs,bundle,$199-$799/user,one_time_or_project,consultation_or_checkout,"Offboarding, account security, access removal, mailbox/data preservation, and closeout summary.",Employee Exit Lockdown Bundle from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
office_move_it_planning,office-move-it-planning,Office Move IT Planning,Business Starter Packs,business-starter-packs,bundle,"$499-$2,500",one_time_or_project,consultation_or_checkout,"Internet, Wi-Fi, phones, cabling, devices, vendor coordination, and migration checklist.",Office Move IT Planning from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
vendor_transition_package,vendor-transition-package,Vendor Transition Package,Business Starter Packs,business-starter-packs,bundle,"$750-$3,500",one_time_or_project,consultation_or_checkout,Transition from old IT provider to Maine Cyber Tech with documentation and access cleanup.,Vendor Transition Package from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
it_documentation_rebuild,it-documentation-rebuild,IT Documentation Rebuild,Business Starter Packs,business-starter-packs,bundle,"$499-$2,500",one_time_or_project,consultation_or_checkout,"Build documentation when network, accounts, vendors, devices, and credentials ownership are unclear.",IT Documentation Rebuild from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
asset_inventory_buildout,asset-inventory-buildout,Asset Inventory Buildout,Business Starter Packs,business-starter-packs,bundle,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Inventory devices, users, licenses, vendors, network gear, cameras, and systems.",Asset Inventory Buildout from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
it_roadmap_session,it-roadmap-session,IT Roadmap Session,Business Starter Packs,business-starter-packs,bundle,$299-$999,one_time_or_project,consultation_or_checkout,"Prioritized technology plan aligned to budget, risk, growth, and operations.",IT Roadmap Session from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
quarterly_business_review,quarterly-business-review,Quarterly Business Review,Business Starter Packs,business-starter-packs,bundle,$199-$799,one_time_or_project,consultation_or_checkout,"Review issues, risks, budget, roadmap, lifecycle, and upcoming needs.",Quarterly Business Review from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care,normal,standard
phone_system_readiness_review,phone-system-readiness-review,Phone System Readiness Review,Business Starter Packs,business-starter-packs,bundle,$199-$799,one_time_or_project,consultation_or_checkout,"Review internet, cabling, handsets, call flow, and phone system needs.",Phone System Readiness Review from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
voip_vendor_selection_help,voip-vendor-selection-help,VoIP Vendor Selection Help,Business Starter Packs,business-starter-packs,bundle,$299-$999,one_time_or_project,consultation_or_checkout,"Compare phone vendors, requirements, features, numbers, and cutover risks.",VoIP Vendor Selection Help from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
voip_cutover_support,voip-cutover-support,VoIP Cutover Support,Business Starter Packs,business-starter-packs,bundle,"$499-$2,500",one_time_or_project,consultation_or_checkout,Assist with phone migration day planning and support.,VoIP Cutover Support from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
auto_attendant_setup,auto-attendant-setup,Auto Attendant Setup,Business Starter Packs,business-starter-packs,bundle,$199-$799,one_time_or_project,consultation_or_checkout,"Configure phone menu, greeting, routing, and mailbox basics.",Auto Attendant Setup from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
business_voicemail_setup,business-voicemail-setup,Business Voicemail Setup,Business Starter Packs,business-starter-packs,bundle,$99-$399,one_time_or_project,consultation_or_checkout,"Set up voicemail greetings, routing, and mailbox workflow.",Business Voicemail Setup from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
phone_number_port_coordination,phone-number-port-coordination,Phone Number Port Coordination,Business Starter Packs,business-starter-packs,bundle,$199-$999,one_time_or_project,consultation_or_checkout,Coordinate number porting tasks and customer/vendor readiness.,Phone Number Port Coordination from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
teams_phone_readiness_check,teams-phone-readiness-check,Teams Phone Readiness Check,Business Starter Packs,business-starter-packs,bundle,$199-$799,one_time_or_project,consultation_or_checkout,Determine whether Microsoft Teams Phone may fit the organization.,Teams Phone Readiness Check from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
small_business_phone_refresh,small-business-phone-refresh,Small Business Phone Refresh,Business Starter Packs,business-starter-packs,bundle,"$750-$2,500",one_time_or_project,consultation_or_checkout,"Bill review, call flow design, vendor recommendation, cutover support, and staff quick guide.",Small Business Phone Refresh from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
church_technology_health_check,church-technology-health-check,Church Technology Health Check,Business Starter Packs,business-starter-packs,bundle,"$250-$1,000",one_time_or_project,consultation_or_checkout,"Review Wi-Fi, livestream, email, website, giving platform risk, and volunteer access.",Church Technology Health Check from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
livestream_setup_support,livestream-setup-support,Livestream Setup Support,Business Starter Packs,business-starter-packs,bundle,"$499-$2,500",one_time_or_project,consultation_or_checkout,"Camera, audio, streaming platform, and workflow setup for churches or events.",Livestream Setup Support from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
guest_wi_fi_for_churches,guest-wi-fi-for-churches,Guest Wi-Fi for Churches,Business Starter Packs,business-starter-packs,bundle,"$399-$1,500",one_time_or_project,consultation_or_checkout,Separate public/guest Wi-Fi from office systems.,Guest Wi-Fi for Churches from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
volunteer_account_cleanup,volunteer-account-cleanup,Volunteer Account Cleanup,Business Starter Packs,business-starter-packs,bundle,$199-$799,one_time_or_project,consultation_or_checkout,Review and remove stale access for former volunteers.,Volunteer Account Cleanup from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
church_it_foundation,church-it-foundation,Church IT Foundation,Business Starter Packs,business-starter-packs,bundle,"$599-$2,000",one_time_or_project,consultation_or_checkout,"Email/domain review, Wi-Fi review, website backup check, volunteer access review, and security checklist.",Church IT Foundation from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
marina_connectivity_pack,marina-connectivity-pack,Marina Connectivity Pack,Business Starter Packs,business-starter-packs,bundle,"$1,500-$6,000",one_time_or_project,consultation_or_checkout,"Internet planning, outdoor Wi-Fi, camera network readiness, guest network, and documentation.",Marina Connectivity Pack from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
outdoor_wi_fi_planning_for_marinas,outdoor-wi-fi-planning-for-marinas,Outdoor Wi-Fi Planning for Marinas,Business Starter Packs,business-starter-packs,bundle,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Coverage plan for docks, yards, boat storage areas, warehouses, and public spaces.",Outdoor Wi-Fi Planning for Marinas from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
security_camera_planning_for_marinas,security-camera-planning-for-marinas,Security Camera Planning for Marinas,Business Starter Packs,business-starter-packs,bundle,"$399-$1,500",one_time_or_project,consultation_or_checkout,Camera placement and network/storage planning for marina environments.,Security Camera Planning for Marinas from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
gate_and_sign_connectivity_review,gate-and-sign-connectivity-review,Gate and Sign Connectivity Review,Business Starter Packs,business-starter-packs,bundle,$299-$999,one_time_or_project,consultation_or_checkout,"Network connectivity options for gate, sign, or remote outdoor zones.",Gate and Sign Connectivity Review from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
seasonal_business_it_readiness,seasonal-business-it-readiness,Seasonal Business IT Readiness,Business Starter Packs,business-starter-packs,bundle,"$399-$1,500",one_time_or_project,consultation_or_checkout,"Pre-season check of internet, Wi-Fi, cameras, devices, accounts, and backups.",Seasonal Business IT Readiness from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,normal,standard
wellness_office_security_pack,wellness-office-security-pack,Wellness Office Security Pack,Business Starter Packs,business-starter-packs,bundle,"$750-$2,500",one_time_or_project,consultation_or_checkout,"MFA, device encryption review, guest Wi-Fi, backup review, and policy starter kit.",Wellness Office Security Pack from Maine Cyber Tech,bundle;starter,mct_essential_care;mct_business_care;mct_secure_care;quarterly_business_review,elevated,standard
