productId,productName,category,stepNumber,step
emergency_contact_sheet,Emergency Contact Sheet,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
emergency_contact_sheet,Emergency Contact Sheet,Backup & Recovery,6,Complete internal QA checklist.
emergency_contact_sheet,Emergency Contact Sheet,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
outage_response_plan,Outage Response Plan,Backup & Recovery,1,Identify critical data and recovery expectations.
outage_response_plan,Outage Response Plan,Backup & Recovery,2,"Review current backup coverage, retention, alerts, and restore process."
outage_response_plan,Outage Response Plan,Backup & Recovery,3,Perform setup or controlled restore test if approved.
outage_response_plan,Outage Response Plan,Backup & Recovery,4,"Document evidence, gaps, and recovery steps."
outage_response_plan,Outage Response Plan,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
outage_response_plan,Outage Response Plan,Backup & Recovery,6,Complete internal QA checklist.
outage_response_plan,Outage Response Plan,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
power_protection_review,Power Protection Review,Backup & Recovery,1,Identify critical data and recovery expectations.
power_protection_review,Power Protection Review,Backup & Recovery,2,"Review current backup coverage, retention, alerts, and restore process."
power_protection_review,Power Protection Review,Backup & Recovery,3,Perform setup or controlled restore test if approved.
power_protection_review,Power Protection Review,Backup & Recovery,4,"Document evidence, gaps, and recovery steps."
power_protection_review,Power Protection Review,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
power_protection_review,Power Protection Review,Backup & Recovery,6,Complete internal QA checklist.
power_protection_review,Power Protection Review,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
internet_failover_setup,Internet Failover Setup,Backup & Recovery,1,Identify critical data and recovery expectations.
internet_failover_setup,Internet Failover Setup,Backup & Recovery,2,"Review current backup coverage, retention, alerts, and restore process."
internet_failover_setup,Internet Failover Setup,Backup & Recovery,3,Perform setup or controlled restore test if approved.
internet_failover_setup,Internet Failover Setup,Backup & Recovery,4,"Document evidence, gaps, and recovery steps."
internet_failover_setup,Internet Failover Setup,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
internet_failover_setup,Internet Failover Setup,Backup & Recovery,6,Complete internal QA checklist.
internet_failover_setup,Internet Failover Setup,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
critical_account_recovery_kit,Critical Account Recovery Kit,Backup & Recovery,1,Identify critical data and recovery expectations.
critical_account_recovery_kit,Critical Account Recovery Kit,Backup & Recovery,2,"Review current backup coverage, retention, alerts, and restore process."
critical_account_recovery_kit,Critical Account Recovery Kit,Backup & Recovery,3,Perform setup or controlled restore test if approved.
critical_account_recovery_kit,Critical Account Recovery Kit,Backup & Recovery,4,"Document evidence, gaps, and recovery steps."
critical_account_recovery_kit,Critical Account Recovery Kit,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
critical_account_recovery_kit,Critical Account Recovery Kit,Backup & Recovery,6,Complete internal QA checklist.
critical_account_recovery_kit,Critical Account Recovery Kit,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
tabletop_exercise,Tabletop Exercise,Backup & Recovery,1,Identify critical data and recovery expectations.
tabletop_exercise,Tabletop Exercise,Backup & Recovery,2,"Review current backup coverage, retention, alerts, and restore process."
tabletop_exercise,Tabletop Exercise,Backup & Recovery,3,Perform setup or controlled restore test if approved.
tabletop_exercise,Tabletop Exercise,Backup & Recovery,4,"Document evidence, gaps, and recovery steps."
tabletop_exercise,Tabletop Exercise,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
tabletop_exercise,Tabletop Exercise,Backup & Recovery,6,Complete internal QA checklist.
tabletop_exercise,Tabletop Exercise,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
continuity_binder,Continuity Binder,Backup & Recovery,1,Identify critical data and recovery expectations.
continuity_binder,Continuity Binder,Backup & Recovery,2,"Review current backup coverage, retention, alerts, and restore process."
continuity_binder,Continuity Binder,Backup & Recovery,3,Perform setup or controlled restore test if approved.
continuity_binder,Continuity Binder,Backup & Recovery,4,"Document evidence, gaps, and recovery steps."
continuity_binder,Continuity Binder,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
continuity_binder,Continuity Binder,Backup & Recovery,6,Complete internal QA checklist.
continuity_binder,Continuity Binder,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
small_business_resilience_pack,Small Business Resilience Pack,Backup & Recovery,1,Identify critical data and recovery expectations.
small_business_resilience_pack,Small Business Resilience Pack,Backup & Recovery,2,"Review current backup coverage, retention, alerts, and restore process."
small_business_resilience_pack,Small Business Resilience Pack,Backup & Recovery,3,Perform setup or controlled restore test if approved.
small_business_resilience_pack,Small Business Resilience Pack,Backup & Recovery,4,"Document evidence, gaps, and recovery steps."
small_business_resilience_pack,Small Business Resilience Pack,Backup & Recovery,5,Recommend monitoring or disaster recovery improvements.
small_business_resilience_pack,Small Business Resilience Pack,Backup & Recovery,6,Complete internal QA checklist.
small_business_resilience_pack,Small Business Resilience Pack,Backup & Recovery,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
website_health_check,Website Health Check,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
website_health_check,Website Health Check,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
website_health_check,Website Health Check,Website & SEO,3,Implement approved fixes or prepare recommendations.
website_health_check,Website Health Check,Website & SEO,4,Document findings and before/after notes.
website_health_check,Website Health Check,Website & SEO,5,"Provide next-step content, care, or SEO options."
website_health_check,Website Health Check,Website & SEO,6,Complete internal QA checklist.
website_health_check,Website Health Check,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
website_speed_snapshot,Website Speed Snapshot,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
website_speed_snapshot,Website Speed Snapshot,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
website_speed_snapshot,Website Speed Snapshot,Website & SEO,3,Implement approved fixes or prepare recommendations.
website_speed_snapshot,Website Speed Snapshot,Website & SEO,4,Document findings and before/after notes.
website_speed_snapshot,Website Speed Snapshot,Website & SEO,5,"Provide next-step content, care, or SEO options."
website_speed_snapshot,Website Speed Snapshot,Website & SEO,6,Complete internal QA checklist.
website_speed_snapshot,Website Speed Snapshot,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
website_security_review,Website Security Review,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
website_security_review,Website Security Review,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
website_security_review,Website Security Review,Website & SEO,3,Implement approved fixes or prepare recommendations.
website_security_review,Website Security Review,Website & SEO,4,Document findings and before/after notes.
website_security_review,Website Security Review,Website & SEO,5,"Provide next-step content, care, or SEO options."
website_security_review,Website Security Review,Website & SEO,6,Complete internal QA checklist.
website_security_review,Website Security Review,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
website_backup_setup,Website Backup Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
website_backup_setup,Website Backup Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
website_backup_setup,Website Backup Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
website_backup_setup,Website Backup Setup,Website & SEO,4,Document findings and before/after notes.
website_backup_setup,Website Backup Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
website_backup_setup,Website Backup Setup,Website & SEO,6,Complete internal QA checklist.
website_backup_setup,Website Backup Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
monthly_website_care_plan,Monthly Website Care Plan,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
monthly_website_care_plan,Monthly Website Care Plan,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
monthly_website_care_plan,Monthly Website Care Plan,Website & SEO,3,Implement approved fixes or prepare recommendations.
monthly_website_care_plan,Monthly Website Care Plan,Website & SEO,4,Document findings and before/after notes.
monthly_website_care_plan,Monthly Website Care Plan,Website & SEO,5,"Provide next-step content, care, or SEO options."
monthly_website_care_plan,Monthly Website Care Plan,Website & SEO,6,Complete internal QA checklist.
monthly_website_care_plan,Monthly Website Care Plan,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
landing_page_build,Landing Page Build,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
landing_page_build,Landing Page Build,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
landing_page_build,Landing Page Build,Website & SEO,3,Implement approved fixes or prepare recommendations.
landing_page_build,Landing Page Build,Website & SEO,4,Document findings and before/after notes.
landing_page_build,Landing Page Build,Website & SEO,5,"Provide next-step content, care, or SEO options."
landing_page_build,Landing Page Build,Website & SEO,6,Complete internal QA checklist.
landing_page_build,Landing Page Build,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
local_seo_page_build,Local SEO Page Build,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
local_seo_page_build,Local SEO Page Build,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
local_seo_page_build,Local SEO Page Build,Website & SEO,3,Implement approved fixes or prepare recommendations.
local_seo_page_build,Local SEO Page Build,Website & SEO,4,Document findings and before/after notes.
local_seo_page_build,Local SEO Page Build,Website & SEO,5,"Provide next-step content, care, or SEO options."
local_seo_page_build,Local SEO Page Build,Website & SEO,6,Complete internal QA checklist.
local_seo_page_build,Local SEO Page Build,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
contact_form_fix,Contact Form Fix,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
contact_form_fix,Contact Form Fix,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
contact_form_fix,Contact Form Fix,Website & SEO,3,Implement approved fixes or prepare recommendations.
contact_form_fix,Contact Form Fix,Website & SEO,4,Document findings and before/after notes.
contact_form_fix,Contact Form Fix,Website & SEO,5,"Provide next-step content, care, or SEO options."
contact_form_fix,Contact Form Fix,Website & SEO,6,Complete internal QA checklist.
contact_form_fix,Contact Form Fix,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
analytics_setup,Analytics Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
analytics_setup,Analytics Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
analytics_setup,Analytics Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
analytics_setup,Analytics Setup,Website & SEO,4,Document findings and before/after notes.
analytics_setup,Analytics Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
analytics_setup,Analytics Setup,Website & SEO,6,Complete internal QA checklist.
analytics_setup,Analytics Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
cookie_privacy_basics_review,Cookie/Privacy Basics Review,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
cookie_privacy_basics_review,Cookie/Privacy Basics Review,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
cookie_privacy_basics_review,Cookie/Privacy Basics Review,Website & SEO,3,Implement approved fixes or prepare recommendations.
cookie_privacy_basics_review,Cookie/Privacy Basics Review,Website & SEO,4,Document findings and before/after notes.
cookie_privacy_basics_review,Cookie/Privacy Basics Review,Website & SEO,5,"Provide next-step content, care, or SEO options."
cookie_privacy_basics_review,Cookie/Privacy Basics Review,Website & SEO,6,Complete internal QA checklist.
cookie_privacy_basics_review,Cookie/Privacy Basics Review,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
local_seo_snapshot,Local SEO Snapshot,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
local_seo_snapshot,Local SEO Snapshot,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
local_seo_snapshot,Local SEO Snapshot,Website & SEO,3,Implement approved fixes or prepare recommendations.
local_seo_snapshot,Local SEO Snapshot,Website & SEO,4,Document findings and before/after notes.
local_seo_snapshot,Local SEO Snapshot,Website & SEO,5,"Provide next-step content, care, or SEO options."
local_seo_snapshot,Local SEO Snapshot,Website & SEO,6,Complete internal QA checklist.
local_seo_snapshot,Local SEO Snapshot,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
google_business_profile_optimization,Google Business Profile Optimization,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
google_business_profile_optimization,Google Business Profile Optimization,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
google_business_profile_optimization,Google Business Profile Optimization,Website & SEO,3,Implement approved fixes or prepare recommendations.
google_business_profile_optimization,Google Business Profile Optimization,Website & SEO,4,Document findings and before/after notes.
google_business_profile_optimization,Google Business Profile Optimization,Website & SEO,5,"Provide next-step content, care, or SEO options."
google_business_profile_optimization,Google Business Profile Optimization,Website & SEO,6,Complete internal QA checklist.
google_business_profile_optimization,Google Business Profile Optimization,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
local_service_page_pack,Local Service Page Pack,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
local_service_page_pack,Local Service Page Pack,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
local_service_page_pack,Local Service Page Pack,Website & SEO,3,Implement approved fixes or prepare recommendations.
local_service_page_pack,Local Service Page Pack,Website & SEO,4,Document findings and before/after notes.
local_service_page_pack,Local Service Page Pack,Website & SEO,5,"Provide next-step content, care, or SEO options."
local_service_page_pack,Local Service Page Pack,Website & SEO,6,Complete internal QA checklist.
local_service_page_pack,Local Service Page Pack,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
blog_starter_pack,Blog Starter Pack,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
blog_starter_pack,Blog Starter Pack,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
blog_starter_pack,Blog Starter Pack,Website & SEO,3,Implement approved fixes or prepare recommendations.
blog_starter_pack,Blog Starter Pack,Website & SEO,4,Document findings and before/after notes.
blog_starter_pack,Blog Starter Pack,Website & SEO,5,"Provide next-step content, care, or SEO options."
blog_starter_pack,Blog Starter Pack,Website & SEO,6,Complete internal QA checklist.
blog_starter_pack,Blog Starter Pack,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
technical_seo_fix_pack,Technical SEO Fix Pack,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
technical_seo_fix_pack,Technical SEO Fix Pack,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
technical_seo_fix_pack,Technical SEO Fix Pack,Website & SEO,3,Implement approved fixes or prepare recommendations.
technical_seo_fix_pack,Technical SEO Fix Pack,Website & SEO,4,Document findings and before/after notes.
technical_seo_fix_pack,Technical SEO Fix Pack,Website & SEO,5,"Provide next-step content, care, or SEO options."
technical_seo_fix_pack,Technical SEO Fix Pack,Website & SEO,6,Complete internal QA checklist.
technical_seo_fix_pack,Technical SEO Fix Pack,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
monthly_local_seo_plan,Monthly Local SEO Plan,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
monthly_local_seo_plan,Monthly Local SEO Plan,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
monthly_local_seo_plan,Monthly Local SEO Plan,Website & SEO,3,Implement approved fixes or prepare recommendations.
monthly_local_seo_plan,Monthly Local SEO Plan,Website & SEO,4,Document findings and before/after notes.
monthly_local_seo_plan,Monthly Local SEO Plan,Website & SEO,5,"Provide next-step content, care, or SEO options."
monthly_local_seo_plan,Monthly Local SEO Plan,Website & SEO,6,Complete internal QA checklist.
monthly_local_seo_plan,Monthly Local SEO Plan,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
review_request_system_setup,Review Request System Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
review_request_system_setup,Review Request System Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
review_request_system_setup,Review Request System Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
review_request_system_setup,Review Request System Setup,Website & SEO,4,Document findings and before/after notes.
review_request_system_setup,Review Request System Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
review_request_system_setup,Review Request System Setup,Website & SEO,6,Complete internal QA checklist.
review_request_system_setup,Review Request System Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
schema_markup_setup,Schema Markup Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
schema_markup_setup,Schema Markup Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
schema_markup_setup,Schema Markup Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
schema_markup_setup,Schema Markup Setup,Website & SEO,4,Document findings and before/after notes.
schema_markup_setup,Schema Markup Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
schema_markup_setup,Schema Markup Setup,Website & SEO,6,Complete internal QA checklist.
schema_markup_setup,Schema Markup Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
website_safety_bundle,Website Safety Bundle,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
website_safety_bundle,Website Safety Bundle,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
website_safety_bundle,Website Safety Bundle,Website & SEO,3,Implement approved fixes or prepare recommendations.
website_safety_bundle,Website Safety Bundle,Website & SEO,4,Document findings and before/after notes.
website_safety_bundle,Website Safety Bundle,Website & SEO,5,"Provide next-step content, care, or SEO options."
website_safety_bundle,Website Safety Bundle,Website & SEO,6,Complete internal QA checklist.
website_safety_bundle,Website Safety Bundle,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
local_seo_starter,Local SEO Starter,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
local_seo_starter,Local SEO Starter,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
local_seo_starter,Local SEO Starter,Website & SEO,3,Implement approved fixes or prepare recommendations.
local_seo_starter,Local SEO Starter,Website & SEO,4,Document findings and before/after notes.
local_seo_starter,Local SEO Starter,Website & SEO,5,"Provide next-step content, care, or SEO options."
local_seo_starter,Local SEO Starter,Website & SEO,6,Complete internal QA checklist.
local_seo_starter,Local SEO Starter,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
website_growth_bundle,Website Growth Bundle,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
website_growth_bundle,Website Growth Bundle,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
website_growth_bundle,Website Growth Bundle,Website & SEO,3,Implement approved fixes or prepare recommendations.
website_growth_bundle,Website Growth Bundle,Website & SEO,4,Document findings and before/after notes.
website_growth_bundle,Website Growth Bundle,Website & SEO,5,"Provide next-step content, care, or SEO options."
website_growth_bundle,Website Growth Bundle,Website & SEO,6,Complete internal QA checklist.
website_growth_bundle,Website Growth Bundle,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
cloudflare_basic_setup,Cloudflare Basic Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
cloudflare_basic_setup,Cloudflare Basic Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
cloudflare_basic_setup,Cloudflare Basic Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
cloudflare_basic_setup,Cloudflare Basic Setup,Website & SEO,4,Document findings and before/after notes.
cloudflare_basic_setup,Cloudflare Basic Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
cloudflare_basic_setup,Cloudflare Basic Setup,Website & SEO,6,Complete internal QA checklist.
cloudflare_basic_setup,Cloudflare Basic Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
cloudflare_security_tune_up,Cloudflare Security Tune-Up,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
cloudflare_security_tune_up,Cloudflare Security Tune-Up,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
cloudflare_security_tune_up,Cloudflare Security Tune-Up,Website & SEO,3,Implement approved fixes or prepare recommendations.
cloudflare_security_tune_up,Cloudflare Security Tune-Up,Website & SEO,4,Document findings and before/after notes.
cloudflare_security_tune_up,Cloudflare Security Tune-Up,Website & SEO,5,"Provide next-step content, care, or SEO options."
cloudflare_security_tune_up,Cloudflare Security Tune-Up,Website & SEO,6,Complete internal QA checklist.
cloudflare_security_tune_up,Cloudflare Security Tune-Up,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
dns_cleanup,DNS Cleanup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
dns_cleanup,DNS Cleanup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
dns_cleanup,DNS Cleanup,Website & SEO,3,Implement approved fixes or prepare recommendations.
dns_cleanup,DNS Cleanup,Website & SEO,4,Document findings and before/after notes.
dns_cleanup,DNS Cleanup,Website & SEO,5,"Provide next-step content, care, or SEO options."
dns_cleanup,DNS Cleanup,Website & SEO,6,Complete internal QA checklist.
dns_cleanup,DNS Cleanup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
email_dns_authentication_fix,Email DNS Authentication Fix,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
email_dns_authentication_fix,Email DNS Authentication Fix,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
email_dns_authentication_fix,Email DNS Authentication Fix,Website & SEO,3,Implement approved fixes or prepare recommendations.
email_dns_authentication_fix,Email DNS Authentication Fix,Website & SEO,4,Document findings and before/after notes.
email_dns_authentication_fix,Email DNS Authentication Fix,Website & SEO,5,"Provide next-step content, care, or SEO options."
email_dns_authentication_fix,Email DNS Authentication Fix,Website & SEO,6,Complete internal QA checklist.
email_dns_authentication_fix,Email DNS Authentication Fix,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
domain_registrar_security_setup,Domain Registrar Security Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
domain_registrar_security_setup,Domain Registrar Security Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
domain_registrar_security_setup,Domain Registrar Security Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
domain_registrar_security_setup,Domain Registrar Security Setup,Website & SEO,4,Document findings and before/after notes.
domain_registrar_security_setup,Domain Registrar Security Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
domain_registrar_security_setup,Domain Registrar Security Setup,Website & SEO,6,Complete internal QA checklist.
domain_registrar_security_setup,Domain Registrar Security Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
cloudflare_turnstile_setup,Cloudflare Turnstile Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
cloudflare_turnstile_setup,Cloudflare Turnstile Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
cloudflare_turnstile_setup,Cloudflare Turnstile Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
cloudflare_turnstile_setup,Cloudflare Turnstile Setup,Website & SEO,4,Document findings and before/after notes.
cloudflare_turnstile_setup,Cloudflare Turnstile Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
cloudflare_turnstile_setup,Cloudflare Turnstile Setup,Website & SEO,6,Complete internal QA checklist.
cloudflare_turnstile_setup,Cloudflare Turnstile Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
cloudflare_redirect_setup,Cloudflare Redirect Setup,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
cloudflare_redirect_setup,Cloudflare Redirect Setup,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
cloudflare_redirect_setup,Cloudflare Redirect Setup,Website & SEO,3,Implement approved fixes or prepare recommendations.
cloudflare_redirect_setup,Cloudflare Redirect Setup,Website & SEO,4,Document findings and before/after notes.
cloudflare_redirect_setup,Cloudflare Redirect Setup,Website & SEO,5,"Provide next-step content, care, or SEO options."
cloudflare_redirect_setup,Cloudflare Redirect Setup,Website & SEO,6,Complete internal QA checklist.
cloudflare_redirect_setup,Cloudflare Redirect Setup,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
domain_expiration_protection,Domain Expiration Protection,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
domain_expiration_protection,Domain Expiration Protection,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
domain_expiration_protection,Domain Expiration Protection,Website & SEO,3,Implement approved fixes or prepare recommendations.
domain_expiration_protection,Domain Expiration Protection,Website & SEO,4,Document findings and before/after notes.
domain_expiration_protection,Domain Expiration Protection,Website & SEO,5,"Provide next-step content, care, or SEO options."
domain_expiration_protection,Domain Expiration Protection,Website & SEO,6,Complete internal QA checklist.
domain_expiration_protection,Domain Expiration Protection,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
cloudflare_monthly_management,Cloudflare Monthly Management,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
cloudflare_monthly_management,Cloudflare Monthly Management,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
cloudflare_monthly_management,Cloudflare Monthly Management,Website & SEO,3,Implement approved fixes or prepare recommendations.
cloudflare_monthly_management,Cloudflare Monthly Management,Website & SEO,4,Document findings and before/after notes.
cloudflare_monthly_management,Cloudflare Monthly Management,Website & SEO,5,"Provide next-step content, care, or SEO options."
cloudflare_monthly_management,Cloudflare Monthly Management,Website & SEO,6,Complete internal QA checklist.
cloudflare_monthly_management,Cloudflare Monthly Management,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
domain_protection_pack,Domain Protection Pack,Website & SEO,1,"Confirm website, domain, hosting, and business goals."
domain_protection_pack,Domain Protection Pack,Website & SEO,2,"Review health, SEO, DNS, analytics, content, or local profile scope."
domain_protection_pack,Domain Protection Pack,Website & SEO,3,Implement approved fixes or prepare recommendations.
domain_protection_pack,Domain Protection Pack,Website & SEO,4,Document findings and before/after notes.
domain_protection_pack,Domain Protection Pack,Website & SEO,5,"Provide next-step content, care, or SEO options."
domain_protection_pack,Domain Protection Pack,Website & SEO,6,Complete internal QA checklist.
domain_protection_pack,Domain Protection Pack,Website & SEO,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
cyber_insurance_questionnaire_help,Cyber Insurance Questionnaire Help,Compliance & Policies,1,Confirm business driver and scope.
cyber_insurance_questionnaire_help,Cyber Insurance Questionnaire Help,Compliance & Policies,2,Review existing practices and available evidence.
cyber_insurance_questionnaire_help,Cyber Insurance Questionnaire Help,Compliance & Policies,3,"Draft, update, or assess policies/checklists."
cyber_insurance_questionnaire_help,Cyber Insurance Questionnaire Help,Compliance & Policies,4,Map gaps to practical controls.
cyber_insurance_questionnaire_help,Cyber Insurance Questionnaire Help,Compliance & Policies,5,"Deliver editable documents, summary, and implementation checklist."
cyber_insurance_questionnaire_help,Cyber Insurance Questionnaire Help,Compliance & Policies,6,Complete internal QA checklist.
cyber_insurance_questionnaire_help,Cyber Insurance Questionnaire Help,Compliance & Policies,7,"Send closeout summary with recommended next product, bundle, or monthly plan."
acceptable_use_policy_starter,Acceptable Use Policy Starter,Compliance & Policies,1,Confirm business driver and scope.
acceptable_use_policy_starter,Acceptable Use Policy Starter,Compliance & Policies,2,Review existing practices and available evidence.
acceptable_use_policy_starter,Acceptable Use Policy Starter,Compliance & Policies,3,"Draft, update, or assess policies/checklists."
acceptable_use_policy_starter,Acceptable Use Policy Starter,Compliance & Policies,4,Map gaps to practical controls.
acceptable_use_policy_starter,Acceptable Use Policy Starter,Compliance & Policies,5,"Deliver editable documents, summary, and implementation checklist."
acceptable_use_policy_starter,Acceptable Use Policy Starter,Compliance & Policies,6,Complete internal QA checklist.
